ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Family_Size,Total_Children,Total_Spending,Total_Purchases,Total_Campaigns_Accepted,Customer_Tenure_Days,Cluster,PCA1,PCA2
1396,1954,2n Cycle,Married,59915.56,0,0,2014-06-25,42,217,25,98,22,28,61,5,2,1,8,0,0,0,0,0,0,0,0,61,2,0,451,16,0,155,3,0.633166349556312,-0.6953570668546097
1397,1984,Graduation,Single,33552.28,1,0,2012-07-02,51,67,8,105,23,10,0,3,6,0,2,9,0,0,0,0,0,0,0,31,2,1,213,11,0,878,1,-2.0957063051852076,1.0315316683492404
1398,1984,Basic,Divorced,49004.6,1,0,2013-07-23,58,165,5,0,9,9,54,4,6,1,2,6,0,0,0,1,0,0,1,31,2,1,242,13,2,492,1,-1.3666043914043535,0.9298091643990664
1399,1998,Basic,Single,23028.29,0,0,2013-11-28,54,41,13,17,0,5,18,2,2,1,3,4,0,0,0,0,0,0,0,17,1,0,94,8,0,364,2,-1.5384298993897447,-1.1934541160764056
1400,1977,2n Cycle,Married,30432.79,1,0,2014-11-09,71,1,6,78,3,12,6,4,5,0,0,6,0,0,0,0,0,0,0,38,3,1,106,9,0,18,1,-2.49608836382566,0.41668209995873184
1401,1981,Master,Single,49014.95,1,1,2012-08-12,0,48,13,120,27,0,16,3,7,0,4,7,0,0,0,0,0,0,0,34,3,2,224,14,0,837,1,-0.5364279012796092,1.362310135044333
1402,1979,Graduation,Single,58656.32,1,0,2013-05-24,29,6,15,67,31,0,35,5,3,1,7,4,0,0,0,0,0,0,1,36,2,1,154,16,1,552,3,-0.13095272798410296,0.24134137536629377
1403,1985,2n Cycle,Single,33017.82,0,1,2012-06-01,26,41,23,45,26,32,25,2,6,2,1,8,0,0,0,0,0,0,0,30,2,1,192,11,0,909,1,-1.3680727266223476,0.8246626902884291
1405,1966,Master,Together,83683.54,1,1,2013-12-19,27,559,84,468,90,36,83,0,5,7,10,4,0,0,0,0,0,0,0,49,4,2,1320,22,0,343,0,3.365415558165432,0.018515500529129945
1406,1975,Master,Together,22503.32,0,1,2013-07-01,46,48,4,52,3,19,20,1,1,0,3,5,0,0,0,0,0,0,0,40,3,1,146,5,0,514,2,-1.6310564246649975,-1.5406267973561985
1407,1980,PhD,Together,19838.75,0,0,2014-10-09,0,85,7,69,0,2,26,0,2,0,5,0,1,0,0,0,0,0,0,35,2,0,189,7,1,49,3,-0.0027961771409519037,-2.125191153508607
1408,1992,Graduation,Together,50905.71,0,0,2012-09-16,57,124,32,131,17,29,41,7,4,0,3,6,0,0,1,0,0,0,1,23,2,0,374,14,2,802,1,-1.5228940254336376,1.1953638669457274
1409,1984,Graduation,Widow,58478.24,2,0,2013-06-25,33,100,4,84,17,22,35,2,7,1,5,10,0,0,1,0,0,0,1,31,3,2,262,15,2,520,1,-0.777807075879258,1.490841347243182
1410,1950,Graduation,Married,60725.88,0,1,2012-07-04,30,377,2,235,23,0,80,4,3,0,3,4,0,0,0,0,0,0,0,65,3,1,717,10,0,876,3,-0.13868152197005254,0.11100766269717911
1411,1968,Master,Divorced,32648.75,1,0,2012-07-17,87,33,15,30,13,8,2,1,2,1,0,1,0,0,0,0,0,0,0,47,2,1,101,4,0,863,2,-1.6793349494934071,-2.0167628486023994
1412,1979,2n Cycle,Divorced,48000.0,2,0,2014-01-02,60,24,6,12,9,0,14,2,4,0,1,2,0,0,0,1,0,0,1,36,3,2,65,7,2,329,2,-1.2358511640586174,-0.8422599665239736
1413,1977,Graduation,Single,22099.59,2,1,2012-12-28,59,64,11,1,10,6,3,2,0,0,1,4,0,0,0,0,0,0,0,38,4,3,95,3,0,699,2,-2.090228658826157,-1.7597808234552046
1414,1988,Graduation,Together,25570.13,1,0,2014-04-23,49,247,9,120,38,1,22,5,4,0,3,7,0,0,1,0,0,0,0,27,3,1,437,12,1,218,1,-1.8410093497319269,0.6875099974640368
1415,1961,Graduation,Single,80197.29,1,0,2014-03-22,0,466,59,396,114,85,170,4,3,2,9,2,1,0,1,0,1,0,1,54,2,1,1290,18,4,250,0,2.566396498413664,0.1992556447551683
1416,1991,Graduation,Married,31521.39,1,1,2013-01-22,51,133,1,80,33,23,4,6,8,0,2,5,0,0,0,0,0,0,0,24,4,2,274,16,0,674,1,-1.7446905756836473,1.698250232620454
1417,1969,Master,Together,52589.54,0,1,2012-07-23,38,177,84,110,108,14,31,2,2,1,6,5,0,0,0,0,0,0,0,46,3,1,524,11,0,857,3,-0.05576816091139514,-0.6728461352386673
1418,1941,Basic,Divorced,47881.68,0,2,2013-03-25,39,375,32,177,52,25,42,3,0,2,5,4,0,0,1,1,1,0,1,74,3,2,703,10,4,612,3,0.047249804422672945,-1.0574569797910898
1419,1975,2n Cycle,Single,104065.93,0,1,2012-11-12,25,854,62,437,69,67,94,1,6,7,8,3,0,0,1,0,0,0,0,40,2,1,1583,22,1,745,0,3.8916962637866335,0.6305084867523499
1420,1943,Graduation,Divorced,48218.2,0,2,2012-09-17,18,458,1,143,35,15,50,2,1,1,9,6,0,0,0,0,0,0,0,72,3,2,702,13,0,801,3,0.5156251334652723,-0.7018975968198274
1421,1979,2n Cycle,Divorced,5000.0,1,0,2012-12-13,18,32,5,10,5,4,14,0,3,0,4,6,0,0,0,0,0,0,1,36,2,1,70,7,1,714,2,-1.5576396386293037,-1.1201325743796158
1422,1990,Master,Together,36093.23,1,1,2013-12-09,39,55,5,39,2,4,12,1,3,0,1,4,0,0,0,0,0,0,0,25,4,2,117,5,0,353,2,-1.3519562532969405,-1.007119229922902
1423,1982,Master,Married,11475.1,1,1,2014-02-16,49,31,4,57,20,0,18,2,1,0,5,3,0,0,0,0,0,0,0,33,4,2,130,8,0,284,2,-1.4818399406834328,-1.7346826768788082
1424,1963,Basic,Single,28522.58,1,0,2014-11-18,79,30,0,22,17,21,12,0,2,1,0,6,0,0,0,0,0,0,0,52,2,1,102,3,0,9,2,-2.2321619119534857,-1.4578963870517643
1425,1981,Basic,Single,31017.84,0,0,2014-03-17,61,65,7,0,0,13,17,0,0,0,1,2,0,0,0,0,0,0,0,34,1,0,102,1,0,255,2,-1.5003990259879283,-2.5533780225683467
1426,1954,Graduation,Married,57706.54,0,0,2014-07-12,40,703,71,600,97,78,92,2,8,4,5,2,0,0,0,1,0,0,1,61,2,0,1641,19,2,138,0,2.0250128892428996,0.759935778229505
1427,1989,Master,Married,21426.26,2,0,2014-05-19,59,31,4,21,6,6,9,0,0,1,5,4,0,0,0,0,0,0,0,26,4,2,77,6,0,192,2,-1.2937474040863626,-2.3208939552992645
1428,1976,Graduation,Single,35733.54,0,0,2013-01-23,49,87,2,8,7,22,21,3,7,0,2,5,0,0,1,0,0,0,0,39,1,0,147,12,1,673,1,-1.5345801232933731,0.6636853763106754
1429,1980,2n Cycle,Together,38489.56,1,1,2013-09-20,66,79,1,72,6,35,43,2,8,1,1,8,0,0,1,0,0,0,0,35,4,2,236,12,1,433,1,-1.8706633601908946,1.1331125000602942
1430,1983,2n Cycle,Single,35367.84,2,0,2013-05-02,46,106,1,41,27,30,45,4,6,0,2,6,0,0,0,0,0,0,0,32,3,2,250,12,0,574,1,-1.6406830464599518,0.86081440719405
1431,1989,2n Cycle,Together,48218.2,0,0,2014-01-11,92,22,6,15,12,0,3,2,0,0,3,5,0,0,0,0,0,0,0,26,2,0,58,5,0,320,2,-1.9212430795493687,-1.6212505993936583
1432,1962,Master,Together,47313.5,1,1,2013-12-05,29,546,0,58,52,2,11,1,3,3,8,6,0,0,0,0,0,0,0,53,4,2,669,15,0,357,3,0.6542318048312789,-0.4371798217603687
1433,1984,PhD,Married,40705.96,2,0,2014-10-08,69,68,10,78,10,31,32,8,6,0,7,6,0,1,0,0,0,0,0,31,4,2,229,21,1,50,1,-1.567274696975893,1.7521427708645343
1434,1988,2n Cycle,Married,41003.4,0,0,2013-10-21,48,16,37,75,26,21,11,7,7,1,5,5,0,0,0,0,0,0,1,27,2,0,186,20,1,402,1,-1.1626834199002312,1.7674458213157027
1435,1973,Graduation,Married,19883.75,1,1,2014-11-15,48,50,6,19,7,16,18,3,2,0,2,3,0,0,0,0,0,0,0,42,4,2,116,7,0,12,2,-1.7398906359644903,-1.0957200352352348
1436,1963,Graduation,Together,17261.98,0,0,2012-07-16,72,47,15,26,0,5,11,0,3,0,3,1,0,0,0,0,0,0,0,52,2,0,104,6,0,864,2,-1.471849355843699,-2.1278531367192364
1437,1971,Master,Married,98460.2,0,0,2014-05-28,27,757,50,246,124,35,116,3,7,4,5,1,1,0,0,0,0,0,0,44,2,0,1328,19,1,183,0,2.758280583677138,0.9390924753923342
1438,1993,2n Cycle,Single,51210.0,0,0,2013-04-14,62,153,10,64,34,21,43,6,7,1,0,6,0,0,0,0,0,0,0,22,1,0,325,14,0,592,1,-1.6827058368696384,1.7588597441142917
1439,1994,Graduation,Together,52594.47,2,0,2013-10-25,46,67,7,132,20,5,52,5,3,0,4,6,0,0,0,0,0,0,0,21,4,2,283,12,0,398,1,-1.16438067519017,0.4504318301956171
1440,1965,Graduation,Married,90672.85,1,0,2013-03-22,19,742,83,463,108,79,101,1,5,7,9,2,1,0,0,0,1,0,0,50,3,1,1576,22,2,615,0,3.922935961131115,0.12100592625336878
1441,1962,Graduation,Married,80915.58,0,2,2013-10-01,1,345,0,284,76,35,51,1,2,3,4,4,0,0,0,1,0,0,1,53,4,2,791,10,2,422,3,1.5810736670177483,-0.5181339018332745
1442,1988,Basic,Divorced,40631.11,2,1,2013-09-12,40,65,0,36,16,45,2,8,5,2,7,8,0,0,0,0,0,0,0,27,4,3,164,22,0,441,1,-1.196870553426365,2.037738798268517
1443,1935,Graduation,Married,58061.53,1,1,2013-11-21,42,181,25,156,0,33,47,1,2,2,9,5,1,0,0,0,0,0,0,80,4,2,442,14,1,371,3,0.5438196231321398,-0.9417320551884327
1444,1961,2n Cycle,Widow,43765.45,2,0,2012-09-11,63,20,0,42,15,18,16,1,0,1,2,2,0,0,1,0,0,0,0,54,3,2,111,4,1,807,2,-1.0492513366524427,-2.1795301895768215
1445,1992,Master,Divorced,34782.88,1,0,2014-06-06,65,3,12,17,13,0,0,1,1,2,3,6,0,0,0,0,0,0,0,23,2,1,45,7,0,174,2,-1.536745021435681,-1.3441935762956845
1447,1963,Master,Widow,111070.13,1,0,2012-06-12,30,181,56,448,99,42,162,0,4,9,8,3,1,0,0,1,1,0,0,52,2,1,988,21,3,898,0,3.751604794312999,-0.1723652216439641
1448,1984,Master,Single,49338.03,0,1,2013-05-22,16,191,0,28,28,16,48,4,8,4,2,7,0,0,0,1,0,0,0,31,2,1,311,18,1,554,1,-0.3075464321806041,1.9775982705513147
1449,1962,Graduation,Married,61371.02,0,1,2014-06-23,29,306,31,188,4,45,44,5,1,1,5,1,0,0,0,0,0,0,0,53,3,1,618,12,0,157,3,0.4697913454390898,-0.6361323716581606
1450,1980,Master,Single,48302.66,1,0,2013-10-20,24,136,24,0,33,13,21,3,2,0,3,8,0,0,0,0,0,0,0,35,2,1,227,8,0,403,2,-1.258486140829176,0.08122813781585743
1451,1988,Master,Single,25021.33,2,1,2012-10-21,42,66,18,111,19,23,24,3,8,2,7,10,1,0,0,0,0,0,1,27,4,3,261,20,2,767,1,-1.228460828033766,1.7087323483845582
1452,1984,2n Cycle,Married,41220.46,0,0,2013-06-22,58,63,19,87,23,0,20,6,8,1,0,8,0,0,0,0,0,0,1,31,2,0,212,15,1,523,1,-2.1810583701880186,2.2698299632398444
1453,1968,PhD,Married,60622.34,0,0,2014-02-10,10,434,94,390,46,75,39,1,6,4,5,0,0,1,0,0,0,0,0,47,2,0,1078,16,1,290,0,2.2408883267816764,-0.2560916104085285
1454,1957,2n Cycle,Single,28864.21,0,0,2013-12-06,25,36,7,58,11,2,23,0,2,1,5,6,0,0,0,0,0,0,0,58,1,0,137,8,0,356,2,-0.8340317569553937,-1.2051987349693922
1455,1969,Graduation,Divorced,35110.96,0,1,2013-10-18,39,216,8,135,57,11,63,3,2,2,10,5,0,0,0,1,0,0,0,46,2,1,490,17,1,405,3,0.12179370573600413,-0.5800922511093196
1456,1978,Graduation,Together,43651.66,0,0,2014-09-19,73,164,11,101,1,6,47,3,6,1,5,8,0,0,0,0,0,0,0,37,2,0,330,15,0,69,1,-1.40260686106126,0.8323387971450891
1457,1942,Graduation,Married,42777.98,1,0,2013-11-29,16,288,24,268,30,34,43,4,3,3,6,4,0,0,0,0,0,0,0,73,3,1,687,16,0,363,3,0.524343689511755,0.10533828464685106
1458,1963,PhD,Married,61286.95,1,0,2014-08-23,60,449,4,262,66,70,70,2,4,2,8,1,1,0,0,0,0,0,1,52,3,1,921,16,2,96,3,1.2021845750754916,-0.7792187875894038
1459,1950,Master,Divorced,42655.11,1,2,2013-06-27,16,333,11,176,56,47,35,0,8,2,8,3,0,0,0,0,0,0,0,65,4,3,658,18,0,518,3,1.164634572986441,0.12852171418776456
1460,1984,Master,Together,40803.3,2,1,2013-10-20,64,133,19,90,24,22,10,6,5,1,4,7,0,0,0,0,0,0,0,31,5,3,298,16,0,403,1,-1.6334307846410292,1.240908826448345
1461,1976,Graduation,Divorced,37740.53,0,0,2013-04-25,68,139,18,58,0,19,19,5,10,1,7,6,0,0,0,0,0,0,0,39,1,0,253,23,0,581,1,-1.0785473410499882,2.028426256424583
1462,1993,Master,Married,36069.88,1,0,2014-11-27,65,67,8,52,0,15,22,0,1,1,1,7,0,0,0,0,0,0,1,22,3,1,164,3,1,0,2,-1.8598698635630408,-1.4209549019600503
1463,1975,2n Cycle,Together,13964.66,1,0,2012-12-30,25,32,11,25,5,9,25,1,2,1,0,8,0,0,0,0,0,0,0,40,3,1,107,4,0,697,2,-2.1379471644872488,-0.6676223748210331
1464,1970,Basic,Divorced,35797.47,0,0,2012-11-09,89,10,4,56,8,6,30,0,4,1,1,7,0,0,0,0,0,0,0,45,1,0,114,6,0,748,2,-2.163282356682956,-0.7847799980917864
1465,1962,PhD,Together,85041.55,1,0,2014-03-30,10,632,49,317,91,62,106,1,7,6,9,3,1,0,0,0,0,0,1,53,3,1,1257,23,2,242,0,3.374344447146839,0.7252727821895496
1466,1960,Graduation,Married,62922.12,0,1,2014-01-31,41,452,21,253,82,24,59,3,5,3,5,3,0,0,0,0,0,0,0,55,3,1,891,16,0,300,3,0.935613783303714,0.26621420961293535
1467,1986,Master,Single,40758.46,0,0,2013-10-09,93,166,10,82,39,5,29,6,6,1,1,10,0,0,0,0,1,0,0,29,1,0,331,14,1,414,1,-2.7407116275126135,1.8678476118996838
1468,1960,Master,Married,93246.25,1,0,2013-07-03,11,686,16,457,121,0,148,3,5,6,10,3,1,0,0,0,1,0,1,55,3,1,1428,24,3,512,0,3.6049346984758506,0.8045083421920908
1469,1984,Master,Married,23593.27,1,1,2013-11-19,37,125,31,22,2,9,27,5,5,2,3,7,0,0,0,0,0,0,0,31,4,2,216,15,0,373,1,-1.576829309369251,1.0323873723641288
1470,1973,Master,Married,64080.54,1,1,2012-12-24,49,591,59,416,69,33,68,4,4,8,4,4,0,0,0,0,0,0,0,42,4,2,1236,20,0,703,0,1.647412769511744,0.6373119887826266
1471,1977,Graduation,Together,46849.05,0,1,2014-08-11,32,193,39,120,6,4,34,2,3,2,2,7,0,0,0,0,0,0,0,38,3,1,396,9,0,108,2,-0.7881451752544304,-0.028922436597009306
1472,1976,Basic,Single,33422.89,0,0,2013-08-16,88,78,12,32,5,18,5,1,5,0,3,6,0,0,0,0,0,0,0,39,1,0,150,9,0,468,2,-2.003504871011898,-0.48801065426692897
1473,1976,2n Cycle,Together,65114.16,0,1,2013-04-01,28,147,27,372,49,31,67,1,3,4,7,2,0,0,1,0,0,0,0,39,3,1,693,15,1,605,3,1.624222293107727,-0.8869876467303522
1474,1955,2n Cycle,Married,62343.46,0,1,2012-10-12,12,95,33,157,52,31,47,2,4,0,3,5,1,0,0,0,0,0,0,60,3,1,415,9,1,776,3,-0.09672465812207721,0.06948228042432886
1475,1969,PhD,Together,100330.26,1,1,2012-11-08,7,655,48,620,112,56,120,2,9,4,7,0,0,0,0,0,0,0,0,46,4,2,1611,22,0,749,0,3.8569318816693205,1.1908851203255162
1476,1958,Master,Together,79777.36,1,0,2013-09-24,10,684,97,490,134,63,107,0,3,7,8,3,0,0,0,0,1,0,0,57,3,1,1575,18,1,429,0,3.594818345732827,-0.5253913625694431
1477,1965,Graduation,Single,104183.63,1,0,2014-03-27,26,500,83,271,145,53,133,3,4,3,6,3,0,1,0,1,1,0,0,50,2,1,1185,16,3,245,0,2.3695959039076695,0.45248014282058274
1478,1973,Master,Married,92874.53,0,1,2014-09-09,8,793,40,483,35,38,142,0,2,6,8,1,0,0,0,0,0,0,0,42,3,1,1531,16,0,79,0,3.9209184293339114,-1.0388701234684559
1479,1985,Master,Single,101740.95,0,0,2013-09-03,24,708,87,769,64,52,141,3,4,4,8,5,1,1,1,0,0,0,1,30,1,0,1821,19,4,450,0,3.114236840920443,0.8876574732072667
1480,1962,Master,Together,25855.36,2,0,2012-06-20,73,102,1,54,13,6,9,1,2,0,5,2,0,0,0,0,0,0,0,53,4,2,185,8,0,890,2,-1.2204299013843858,-1.916394574170326
1481,1966,Basic,Married,18235.29,2,0,2014-11-02,44,29,12,70,10,8,19,1,2,1,0,6,0,0,0,0,0,0,0,49,4,2,148,4,0,25,2,-2.0048522028680362,-1.0613023952540699
1482,1974,Graduation,Divorced,99507.81,0,1,2013-03-07,19,567,86,417,155,52,38,3,6,8,10,2,0,0,0,0,0,0,1,41,2,1,1315,27,1,630,0,4.003019396231097,0.9547008125923894
1483,1998,PhD,Together,49641.48,2,1,2012-10-10,63,122,27,103,48,8,8,4,11,0,3,5,0,0,0,0,0,0,0,17,5,3,316,18,0,778,1,-1.130552069455357,2.0211760049444405
1484,1967,Graduation,Single,20275.03,1,0,2014-03-03,23,2,6,15,8,13,27,0,1,0,0,6,0,0,0,0,0,0,0,48,2,1,71,1,0,269,2,-1.861482037794289,-1.497452013963985
1485,1965,Graduation,Married,57724.82,0,0,2013-06-06,9,254,0,156,51,23,19,6,6,1,11,3,0,0,0,0,1,0,0,50,2,0,503,24,1,539,3,1.0857809876876827,1.2463094029187152
1486,1978,Graduation,Widow,58007.04,2,0,2012-07-23,64,198,10,21,21,20,27,5,3,0,3,7,0,0,0,0,1,0,0,37,3,2,297,11,1,857,1,-1.540986840721942,0.5663286767177934
1487,1985,Graduation,Married,42964.99,2,1,2013-08-27,38,141,6,78,32,26,6,3,4,1,4,4,0,0,0,0,0,0,0,30,5,3,289,12,0,457,3,-0.6292017759651977,-0.13397647063618978
1488,1986,Graduation,Together,60926.15,1,1,2012-10-23,47,72,15,39,4,15,32,6,8,1,5,8,0,0,1,0,0,0,0,29,4,2,177,20,1,765,1,-1.0378247449867883,2.410671314545736
1489,1958,Master,Single,48011.95,0,0,2014-07-09,21,312,72,83,50,37,36,1,3,3,7,6,0,0,0,0,0,0,0,57,1,0,590,14,0,141,3,0.5758626008170868,-0.3849341562412993
1490,1951,Graduation,Married,67344.47,0,0,2014-04-21,54,271,66,201,49,24,18,1,2,2,7,2,0,0,0,0,0,0,0,64,2,0,629,12,0,220,3,0.8987462068356925,-1.3625409215417177
1491,1977,2n Cycle,Together,54094.97,1,1,2012-10-13,77,312,43,258,27,15,75,3,2,1,4,2,0,0,0,0,0,0,1,38,4,2,730,10,1,775,2,-0.2903588913415156,-1.043926188669759
1492,1968,Graduation,Single,8025.64,1,0,2013-12-16,25,55,3,26,16,0,15,2,2,0,3,8,0,0,0,0,0,0,0,47,2,1,115,7,0,346,2,-2.124699339999389,-0.5244531833670215
1493,1962,Master,Together,68816.16,0,0,2012-09-14,26,704,61,470,168,66,169,1,5,1,8,3,0,0,0,0,1,0,0,53,2,0,1638,15,1,804,0,2.1917881238517936,-0.10609463676113522
1494,1961,Master,Single,77416.67,1,2,2012-08-29,54,361,47,78,21,32,58,1,3,1,7,4,0,0,0,0,0,0,0,54,4,3,597,12,0,820,3,0.6706920250276825,-0.7371823532990831
1495,1953,Graduation,Married,23120.95,1,0,2013-11-28,84,43,1,25,2,18,23,1,1,0,2,1,0,0,0,0,0,0,0,62,3,1,112,4,0,364,2,-1.764546626365578,-2.396487344829383
1496,1975,Graduation,Married,99133.35,0,0,2013-01-09,18,478,52,359,100,65,177,0,3,8,6,3,0,0,0,0,0,0,0,40,2,0,1231,17,0,687,0,3.4651991463128553,-0.41993541912899474
1497,1986,PhD,Divorced,44007.1,0,1,2013-02-07,42,66,12,48,0,27,32,6,11,0,4,7,0,1,0,0,0,0,0,29,2,1,185,21,1,658,1,-1.3904722657782684,2.9148669131347544
1498,1959,Graduation,Together,68189.44,1,1,2013-05-09,33,407,26,76,25,31,50,2,3,0,9,1,0,0,0,0,0,0,0,56,4,2,615,14,0,567,3,1.182467243616928,-0.9665927448824976
1499,1992,Master,Together,55911.04,2,0,2013-03-05,20,0,16,113,30,31,46,2,9,2,1,4,0,0,0,0,0,0,0,23,4,2,236,14,0,632,1,-0.17022088580888475,1.1867167537813574
1500,1967,Graduation,Together,18917.83,1,0,2012-12-11,61,14,3,27,16,12,16,1,2,0,2,5,0,0,0,0,0,0,0,48,3,1,88,5,0,716,2,-2.06374701300501,-1.3898917070169403
1501,1986,Master,Married,36274.08,0,0,2012-06-09,63,106,3,37,37,8,19,9,5,0,4,6,0,0,0,0,0,0,0,29,2,0,210,18,0,901,1,-2.0766145033530936,1.7940778919578735
1502,1989,PhD,Single,45982.17,2,1,2013-07-22,69,0,22,51,10,31,18,7,6,0,3,10,0,0,0,0,0,0,0,26,4,3,132,16,0,493,1,-2.498079353658243,2.215567945809452
1503,1988,Basic,Single,36859.11,1,1,2014-08-19,53,41,10,44,10,1,15,2,0,0,3,6,0,0,0,0,0,0,0,27,3,2,121,5,0,100,2,-1.6952618611070767,-1.309552382518419
1504,1982,Master,Married,83096.06,1,0,2013-12-11,57,338,118,370,71,115,134,0,8,4,7,1,1,0,0,0,0,0,0,33,3,1,1146,19,1,351,0,2.379642846240267,0.05119310365884957
1505,1992,Basic,Married,36092.29,0,0,2014-09-13,55,7,5,23,0,17,25,2,3,0,3,4,0,0,0,0,0,0,0,23,2,0,77,8,0,75,2,-1.440336549276661,-0.8714317189875797
1506,1978,Graduation,Married,78254.79,1,0,2013-11-01,45,837,29,356,100,65,89,0,3,4,4,3,0,0,1,0,0,0,0,37,3,1,1476,11,1,391,0,1.997536733406452,-0.8033921690407921
1507,1987,Graduation,Widow,51933.28,1,0,2013-11-22,5,168,2,0,0,15,9,5,3,2,6,7,0,0,0,0,0,0,1,28,2,1,194,16,1,370,3,-0.25931766741629564,0.8692714894645017
1508,2000,Graduation,Single,55916.96,0,1,2012-05-30,34,144,1,67,0,25,17,5,6,0,2,5,0,0,0,0,0,0,0,15,2,1,254,13,0,911,1,-1.0023362424717024,1.1951921545603617
1509,1981,Master,Divorced,42743.0,1,1,2014-10-20,88,192,0,101,15,8,28,7,6,0,5,5,0,1,0,0,0,0,1,34,3,2,344,18,2,38,1,-1.7078867869075371,1.279838207437775
1510,1966,Master,Together,89775.65,1,0,2012-06-27,43,491,86,385,127,13,122,3,3,1,8,3,0,0,1,1,0,0,1,49,3,1,1224,15,3,883,3,1.7745971993193508,-0.11081826924897885
1511,1982,Master,Widow,37031.61,1,1,2014-02-26,34,176,8,114,13,16,10,7,4,0,3,6,0,0,0,0,0,0,0,33,3,2,337,14,0,274,1,-1.5308334551676004,1.2143614167114718
1512,1986,2n Cycle,Together,52378.4,0,0,2012-10-02,37,151,7,99,20,6,0,4,8,0,4,5,0,0,0,0,0,0,1,29,2,0,283,16,1,786,1,-0.7051748853653435,1.3868519028053385
1513,1958,2n Cycle,Married,39556.76,1,1,2012-06-07,64,47,2,17,18,2,10,0,2,0,2,4,0,0,0,0,0,0,0,57,4,2,96,4,0,903,2,-1.459902768384133,-1.6709614061440108
1514,1981,Basic,Married,14836.9,2,1,2014-09-25,29,45,2,36,21,11,13,0,3,0,1,0,1,0,0,0,0,0,0,34,5,3,128,4,1,63,2,-1.0318335032361179,-2.024997396685819
1515,1979,Graduation,Divorced,65707.26,0,2,2012-05-30,31,143,31,0,22,0,55,3,4,0,9,7,0,0,0,0,0,0,0,36,3,2,251,16,0,911,3,-0.04194848913899752,0.4584110857209782
1516,1964,2n Cycle,Divorced,18759.73,1,0,2014-09-23,23,16,6,28,21,6,2,0,2,1,0,6,0,0,0,0,0,0,0,51,2,1,79,3,0,65,2,-1.6940176070156596,-1.2117253779515647
1517,1980,Basic,Single,34208.49,1,1,2012-06-20,71,48,0,59,12,2,16,0,2,1,3,4,0,0,0,0,0,0,0,35,3,2,137,6,0,890,2,-1.334898488926219,-1.7268195506471307
1518,1983,Graduation,Single,39091.76,2,1,2012-07-13,8,88,0,116,25,36,1,2,5,1,0,7,0,0,0,0,0,0,0,32,4,3,266,8,0,867,1,-1.110907935965143,0.546726242599733
1519,1965,Graduation,Together,58466.36,0,0,2013-06-03,20,701,94,489,100,74,97,2,1,6,8,2,1,0,0,0,1,0,0,50,2,0,1555,17,2,542,0,2.7547596786740747,-0.9450419931814117
1520,1961,PhD,Married,66167.37,1,0,2014-09-06,38,256,20,209,18,36,40,0,0,0,8,4,0,1,0,0,0,0,0,54,3,1,579,8,1,82,3,0.604557873662526,-1.8350001852164626
1521,1974,PhD,Together,40994.97,2,0,2013-07-28,35,97,10,4,41,26,27,4,7,0,2,6,0,0,0,0,0,0,0,41,4,2,205,13,0,487,1,-1.3939950279246813,1.2233750703905968
1522,1957,Master,Together,71931.38,0,0,2012-08-18,16,744,94,465,85,64,105,2,0,6,9,3,0,0,0,1,0,0,0,58,2,0,1557,17,1,831,0,3.0543812247610673,-0.9308693667360997
1523,1971,Master,Together,39466.91,1,0,2014-08-24,62,32,4,43,13,7,9,0,2,1,0,6,0,0,0,0,0,0,0,44,3,1,108,3,0,95,2,-1.771055402246927,-1.2720267636416762
1524,1974,2n Cycle,Single,30433.86,0,0,2012-08-04,69,18,9,12,12,4,8,1,0,1,2,5,0,0,0,0,0,0,0,41,1,0,63,4,0,845,2,-1.8463895551782685,-1.8420333003226679
1525,1955,PhD,Divorced,46580.11,1,1,2014-04-09,37,291,46,226,64,8,35,0,1,2,6,3,0,1,0,0,0,0,0,60,3,2,670,9,1,232,3,0.5432149970507951,-1.7695524960383744
1526,1965,Master,Divorced,62425.46,0,0,2014-11-08,27,382,57,0,18,21,62,5,2,2,8,3,0,0,1,0,0,0,0,50,1,0,540,17,1,19,3,0.7441209010869129,-0.05317045845145331
1527,1959,Master,Together,51316.47,0,0,2013-10-08,21,303,37,174,41,15,77,4,1,1,6,6,1,0,0,0,1,0,1,56,2,0,647,12,3,415,3,-0.052686045058480055,-0.13288801621502233
1528,1990,Graduation,Married,30133.03,0,1,2013-08-10,49,0,10,16,22,6,20,2,0,0,3,6,0,1,0,0,0,0,0,25,3,1,74,5,1,474,2,-1.824407611241308,-1.3472526212026528
1529,1985,2n Cycle,Single,22775.23,0,0,2014-06-21,47,134,16,79,27,19,6,8,4,1,4,5,0,0,0,0,0,0,0,30,1,0,281,17,0,159,1,-1.7138502261517616,1.1393362233324376
1530,1962,Master,Together,56562.81,0,1,2012-08-30,32,295,27,197,42,15,60,2,2,1,8,6,0,0,0,0,0,0,0,53,3,1,636,13,0,819,3,0.3333600905221263,-0.4534194948570753
